track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date
Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,Selena Gomez & The Scene,When The Sun Goes Down,spotify:album:49yHvRh1cOfLcEKukEP7Ox,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,spotify:track:0laYHRpNTS6i8FXdupHkJ4,188453,4,78,2011-01
Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Stephen Sanchez,Until I Found You (Em Beihold Version),spotify:album:7ARtQpvnPN2ucbmVHngLOs,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,176440,3,77,2022-04
Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,Paul Russell,Lil Boo Thang,spotify:album:1j5AROUr8rq5xb2CXDIH1c,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,114233,4,77,2023-08
Sofia,7B3z0ySL9Rr0XvZEAjWZzM,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,Clairo,Immunity,spotify:album:4kkVGtCqE2NiAKosri9Rnd,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,188386,4,77,2019-08
Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,Ariana Grande,Stuck with U,spotify:album:5mUdh6YWnUvf0MfklEk1oi,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,spotify:track:4HBZA5flZLE435QTztThqH,228482,3,78,2020-05
Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,Dua Lipa,Future Nostalgia,spotify:album:5lKlFlReHOLShQKyRv6AL9,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,spotify:track:5nujrmhLynf4yMoMtj8AQF,203064,4,79,2020-03
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,Calvin Harris,One Kiss (with Dua Lipa),spotify:album:7GEzhoTiqcPYkOprWQu581,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,spotify:track:7ef4DlsgrMEH11cDZd32M6,214846,4,77,2018-04
OMG,65FftemJ1DbbZ45DUfHJXE,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,NewJeans 'OMG',spotify:album:45ozep8uHHnj5CCittuyXj,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,spotify:track:65FftemJ1DbbZ45DUfHJXE,212253,4,77,2023-01
golden hour,5odlY52u43F5BjByhxg7wg,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,this is what ____ feels like (Vol. 1-4),spotify:album:69AaAkdktFGnk9POmHENkT,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,spotify:track:5odlY52u43F5BjByhxg7wg,209259,3,76,2022-09
Tip Toe,0MJ5wKsPEeihONNfugHGy7,spotify:track:0MJ5wKsPEeihONNfugHGy7,HYBS,Tip Toe,spotify:album:2uNZ0G4uxGlzuqULW6lQnF,0.687,0.486,11,-8.673,1,0.0579,0.587,0.126,0.115,0.792,163.9,spotify:track:0MJ5wKsPEeihONNfugHGy7,224725,4,76,2023-06
Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Harry's House,spotify:album:5r36AJ6VOJtp00oxSkBZ5h,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,spotify:track:1qEmFfgcLObUfQm0j1W2CK,177954,4,76,2022-05
boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,spotify:track:0Ryd8975WihbObpp5cPW1t,Ariana Grande,boyfriend,spotify:album:3zVB99XMdbP9HTVNg0GJwV,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,spotify:track:0Ryd8975WihbObpp5cPW1t,186106,4,76,2019-08
Location,152lZdxL1OR0ZMW6KquMif,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,American Teen,spotify:album:6kf46HbnYCZzP6rjvQHYzg,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,spotify:track:152lZdxL1OR0ZMW6KquMif,219080,4,76,2017-04
In My Room,7CiDwKE62N6ey3LyG6s7xc,spotify:track:7CiDwKE62N6ey3LyG6s7xc,Chance Peña,In My Room,spotify:album:3WmjP2w94BdrRraDmCHosq,0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,spotify:track:7CiDwKE62N6ey3LyG6s7xc,177609,3,76,2022-05
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",spotify:album:40LbnfieVTWtHrK24WQeEB,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,spotify:track:6JV2JOEocMgcZxYSZelKcc,236001,4,75,2016-05
Until I Found You,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,Until I Found You,spotify:album:18CtLoAMTr7F8ngtuM6D8i,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,spotify:track:0T5iIrXA4p5GsubkhuBIKV,177720,3,76,2021-09
To the Bone,3pCt2wRdBDa2kCisIdHWgF,spotify:track:3pCt2wRdBDa2kCisIdHWgF,Pamungkas,Flying Solo,spotify:album:3QUGmEDo4oijL93sKzlsR4,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,spotify:track:3pCt2wRdBDa2kCisIdHWgF,344571,4,76,2019-06
ONLY,6TBJkXHPhu3EsMk1bshwuI,spotify:track:6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,spotify:album:1DKgZeAYrjslAPZVMe6EFt,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,spotify:track:6TBJkXHPhu3EsMk1bshwuI,240906,3,76,2021-09
8 Letters,4zRZAmBQP8vhNPf9i9opXt,spotify:track:4zRZAmBQP8vhNPf9i9opXt,Why Don't We,8 Letters,spotify:album:2qIbHfs93z6eDwGoAdCkXA,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,spotify:track:4zRZAmBQP8vhNPf9i9opXt,190026,4,76,2018-08
I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,Post Malone,Twelve Carat Toothache,spotify:album:3HHNR44YbP7XogMVwzbodx,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,spotify:track:0O6u0VJ46W86TxN9wgyqDj,192840,4,75,2022-06
Paper Rings,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Lover,spotify:album:1NAmidJlEaVgA3MpcPFYGq,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,spotify:track:4y5bvROuBDPr5fuwXbIBZR,222400,4,75,2019-08
Unconditionally,009ImBOrIUlWgla8U05RAC,spotify:track:009ImBOrIUlWgla8U05RAC,Katy Perry,PRISM,spotify:album:3jB9yFDwRe3KhtGnHXJntk,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,spotify:track:009ImBOrIUlWgla8U05RAC,228878,4,75,2013-01
In The Stars,1ei3hzQmrgealgRKFxIcWn,spotify:track:1ei3hzQmrgealgRKFxIcWn,Benson Boone,In The Stars,spotify:album:6dSmXsyGAnFtq048IFhiYd,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,spotify:track:1ei3hzQmrgealgRKFxIcWn,216410,3,74,2022-04
From The Start,1Ukxccao1BlWrPhYkcXbwZ,spotify:track:1Ukxccao1BlWrPhYkcXbwZ,Laufey,From The Start,spotify:album:1BOZNMzXTIkz8nUfGCxfpe,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,spotify:track:1Ukxccao1BlWrPhYkcXbwZ,169573,3,74,2023-05
Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,spotify:album:5L0bixsyXEkomsyucUySjy,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,201538,4,74,2018-03
Could've Been (feat. Bryson Tiller),6oEVnWKgPqIEPc53OYDNqG,spotify:track:6oEVnWKgPqIEPc53OYDNqG,H.E.R.,I Used To Know Her,spotify:album:0IMTA2Wz6p8CNZ0MDK2zvg,0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,spotify:track:6oEVnWKgPqIEPc53OYDNqG,252746,4,74,2019-08
MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,spotify:album:4hYYpUC8Ewb74tP23Y1lmM,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,spotify:track:58HvfVOeJY7lUuCqF0m3ly,184447,3,74,2020-01
Because Of You,6CFPFnS9EcLs2I0nWqtWci,spotify:track:6CFPFnS9EcLs2I0nWqtWci,Ne-Yo,Because Of You,spotify:album:52q9xNv8COtSU9phlbO5sg,0.81,0.538,0,-5.783,0,0.0357,0.53,0.0,0.0951,0.832,109.97,spotify:track:6CFPFnS9EcLs2I0nWqtWci,266840,4,74,2007-01
Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Dimitri Vegas & Like Mike,Thank You (Not So Bad),spotify:album:1J7XItLnNLegigdh4AjGKN,0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,140000,4,80,2023-12
Scar Tissue,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),spotify:album:2Y9IRtehByVkegoD7TcLfi,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,spotify:track:1G391cbiT3v3Cywg8T7DM1,215906,4,80,1999-06
The Anthem,0BRHnOFm6sjxN1i9LJrUDu,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,The Young and The Hopeless,spotify:album:5CTygC3aONv7l0klY4k3hc,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,spotify:track:0BRHnOFm6sjxN1i9LJrUDu,175093,4,75,2002-10
Blitzkrieg Bop - 2016 Remaster,4KcH1ZRV2W1q7Flq0QqC76,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),spotify:album:5uYDAwW0SZgcfOFkxrST64,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,134466,4,71,1976-04
Kiss You,4My8w8AA1JpG6E5SiAPvJL,spotify:track:4My8w8AA1JpG6E5SiAPvJL,One Direction,Take Me Home (Expanded Edition),spotify:album:2sWX3HYnZjPZ9MrH6MFsBt,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,spotify:track:4My8w8AA1JpG6E5SiAPvJL,182866,4,73,2012-11
LET'S GET FKD UP,0iB5f04XdJ2tcfhoVkeLV8,spotify:track:0iB5f04XdJ2tcfhoVkeLV8,Alok,LET'S GET FKD UP (feat. Tribbs),spotify:album:1zz2cxnkEpgyLdSmoPBEjK,0.65,0.946,10,-5.454,1,0.0421,0.00191,0.127,0.149,0.425,160.027,spotify:track:0iB5f04XdJ2tcfhoVkeLV8,121500,4,75,2023-11
Push Up - Main Edit,3AjSfp5FDvwtMU9XBsbS8j,spotify:track:3AjSfp5FDvwtMU9XBsbS8j,Creeds,Push Up (Main Edit),spotify:album:3v5BP6gPT1nNU9rjs57fF0,0.767,0.83,7,-8.78,1,0.206,0.209,0.836,0.0582,0.187,75.023,spotify:track:3AjSfp5FDvwtMU9XBsbS8j,139300,4,76,2023-03
Monkey Wrench,44wXefe8WB9Fd6xwtmAwbR,spotify:track:44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,The Colour And The Shape,spotify:album:30ly6F6Xl0TKmyBCU50Khv,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,spotify:track:44wXefe8WB9Fd6xwtmAwbR,231480,4,66,1997-05
like that,7kVo7tDs4cALcsSg3mRJZg,spotify:track:7kVo7tDs4cALcsSg3mRJZg,Ken,like that,spotify:album:79vAmmrkK0ATLRRlA7KxCv,0.672,0.869,5,-5.396,0,0.0427,0.0012,0.0607,0.441,0.564,150.034,spotify:track:7kVo7tDs4cALcsSg3mRJZg,112800,4,61,2024-08
I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,Bruce Springsteen,Born In The U.S.A.,spotify:album:0PMasrHdpaoIRuHuhHp72O,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,155880,4,78,1984-06
Get Ur Freak On,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,Missy Elliott,Miss E... So Addictive,spotify:album:20t54K6C80QQH7vbcpfJcP,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,spotify:track:6zsk6uF3MxfIeHPlubKBvR,211120,4,66,2001-05
Pump It,2ygMBIctKIAfbEBcT9065L,spotify:track:2ygMBIctKIAfbEBcT9065L,Black Eyed Peas,Monkey Business,spotify:album:6VsJamdhvYKcnpwHAKULI0,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,spotify:track:2ygMBIctKIAfbEBcT9065L,213066,4,75,2005-01
Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),spotify:album:6deiaArbeoqp1xPEGdEKp1,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,269000,4,81,2002-07
In Da Club,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,50 Cent,Get Rich Or Die Tryin',spotify:album:5G5rgQHzdQnw32SI0WjIo5,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,spotify:track:7iL6o9tox1zgHpKUfh9vuC,193466,4,80,2003-02
Runnin' Down A Dream,5yAu4njFSdM47dfsTkQPZ2,spotify:track:5yAu4njFSdM47dfsTkQPZ2,Tom Petty,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016,spotify:album:32OhZ2CWxc259H9w52JMTH,0.471,0.956,9,-6.371,1,0.0402,0.000596,0.615,0.624,0.715,169.798,spotify:track:5yAu4njFSdM47dfsTkQPZ2,261812,4,67,2019-03
The Sound of Silence - CYRIL Remix,1LY3GhF0zxIVgbYEQjCbUO,spotify:track:1LY3GhF0zxIVgbYEQjCbUO,Disturbed,The Sound of Silence (CYRIL Remix),spotify:album:4AaJMesGEVwF7QpWMSG29p,0.68,0.721,6,-4.379,0,0.188,0.123,0.0,0.162,0.244,125.963,spotify:track:1LY3GhF0zxIVgbYEQjCbUO,185238,4,82,2024-02
Maneater,7j74lucZ59vqN67Ipe2ZcY,spotify:track:7j74lucZ59vqN67Ipe2ZcY,Daryl Hall & John Oates,H2O,spotify:album:7ygXmT175bKbOpiPjNwXOB,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,spotify:track:7j74lucZ59vqN67Ipe2ZcY,273173,4,79,1982-10
Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,spotify:track:3BKD1PwArikchz2Zrlp1qi,David Guetta,Baby Don't Hurt Me,spotify:album:327tc3Eruk1HP1w62iqROy,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,spotify:track:3BKD1PwArikchz2Zrlp1qi,140017,4,80,2023-04
The Distance,1szwDbVdIdoQq5mG5GXAmJ,spotify:track:1szwDbVdIdoQq5mG5GXAmJ,CAKE,Fashion Nugget,spotify:album:0xqBjioTJ32aszn90qV2m1,0.457,0.752,11,-8.121,0,0.09,0.00959,0.00136,0.0573,0.897,183.578,spotify:track:1szwDbVdIdoQq5mG5GXAmJ,179600,4,65,1996-09
Question!,6y2DHyCYf6azhUfXmnuH6w,spotify:track:6y2DHyCYf6azhUfXmnuH6w,System Of A Down,Mezmerize,spotify:album:0cn6MHyx4YuZauaB7Pb66o,0.207,0.973,4,-3.21,0,0.185,0.00083,0.0158,0.318,0.364,180.683,spotify:track:6y2DHyCYf6azhUfXmnuH6w,200600,4,64,2005-05
Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,spotify:album:77jAfTh3KH9K2reMOmTgOh,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,spotify:track:27SdWb2rFzO6GWiYDBTD9j,211666,4,77,2016-01
Why Can't This Be Love,0TaT50ZZxT4ytZxuqkE3A9,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,Van Halen,5150,spotify:album:5Ew5vOg3PYyT9QUPCrdIZq,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,spotify:track:0TaT50ZZxT4ytZxuqkE3A9,227693,4,63,1986-03
Give It Away,0uppYCG86ajpV2hSR3dJJ0,spotify:track:0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),spotify:album:30Perjew8HyGkdSmqguYyg,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,spotify:track:0uppYCG86ajpV2hSR3dJJ0,282906,4,71,1991-09
Tsunami,7Datvb4oPN6dHpfIYWgJii,spotify:track:7Datvb4oPN6dHpfIYWgJii,Alok,Tsunami,spotify:album:4N5GXjk84sniBmSGfwwgzP,0.648,0.9,1,-4.785,1,0.0597,0.0678,0.218,0.374,0.654,149.943,spotify:track:7Datvb4oPN6dHpfIYWgJii,136000,4,64,2024-02
Roar,27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI,Katy Perry,PRISM,spotify:album:3jB9yFDwRe3KhtGnHXJntk,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,spotify:track:27tNWlhdAryQY04Gb2ZhUI,223546,4,76,2013-01
Addicted,5ZUIPLoTLJZrPQh2kFZEUM,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,Zerb,Addicted,spotify:album:7yO1vbedliKtwQ65jAjBQr,0.771,0.741,5,-7.132,0,0.0374,0.0245,0.000163,0.111,0.19,120.064,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,152250,4,80,2024-03
Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,spotify:album:3mNoFlD1wsoXfkljfFzExT,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,199080,4,83,2014-12
Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson,Uptown Special,spotify:album:3vLaOYCNCzngDf8QdBg2V1,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,269666,4,82,2015-01
Get Em High,5b2FFKC64kxqcfaFnIZxoM,spotify:track:5b2FFKC64kxqcfaFnIZxoM,Kanye West,The College Dropout,spotify:album:4Uv86qWpGTxf7fU7lG5X6F,0.614,0.644,11,-5.672,0,0.373,0.184,0.0,0.489,0.649,84.788,spotify:track:5b2FFKC64kxqcfaFnIZxoM,289493,4,57,2004-02
Wolf Like Me,6Zgd7SomLTZkL1WPh4CUnV,spotify:track:6Zgd7SomLTZkL1WPh4CUnV,TV On The Radio,Return To Cookie Mountain,spotify:album:4sD8WQQ8f1x3L4YFa9qFIO,0.345,0.785,7,-4.989,1,0.0437,0.00165,0.00813,0.124,0.184,175.963,spotify:track:6Zgd7SomLTZkL1WPh4CUnV,277466,4,61,2006-07
The Spark,0bhnFakmRioZbuQcmhVwoH,spotify:track:0bhnFakmRioZbuQcmhVwoH,Kabin Crew,The Spark,spotify:album:6xNvkXuK0QL7vr9wEsCREW,0.841,0.864,6,-4.437,0,0.237,0.0531,5.75e-06,0.204,0.647,173.931,spotify:track:0bhnFakmRioZbuQcmhVwoH,146384,4,68,2024-06
Unstoppable,2J2Z1SkXYghSajLibnQHOa,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,This Is Acting,spotify:album:77jAfTh3KH9K2reMOmTgOh,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,spotify:track:2J2Z1SkXYghSajLibnQHOa,217746,4,79,2016-01
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",285HeuLxsngjFn4GGegGNm,spotify:track:285HeuLxsngjFn4GGegGNm,David Guetta,Listen,spotify:album:77UW17CZFyCaRLHdHeofZu,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,spotify:track:285HeuLxsngjFn4GGegGNm,192560,4,73,2014-11
Amsterdam,454I78HEySdcHE8fcVabTb,spotify:track:454I78HEySdcHE8fcVabTb,Nothing But Thieves,Broken Machine (Deluxe),spotify:album:0r7wrRVD77lNrD9t2QgZrq,0.511,0.934,3,-4.561,1,0.242,0.00403,3.48e-05,0.242,0.668,168.062,spotify:track:454I78HEySdcHE8fcVabTb,272240,4,63,2017-09
Fireflies,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,Owl City,Ocean Eyes,spotify:album:3vf65wfk1EEjVhy6BjENsS,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,spotify:track:3DamFFqW32WihKkTVlwTYQ,228346,4,75,2009-01
Son Of A Preacher Man,6ek9SiEj5a65WIs2EV7qiM,spotify:track:6ek9SiEj5a65WIs2EV7qiM,Dusty Springfield,Dusty In Memphis,spotify:album:5FRB5oQaHxlDNe6gMGuzu2,0.404,0.43,4,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,spotify:track:6ek9SiEj5a65WIs2EV7qiM,148053,4,74,1969-03
Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,spotify:track:0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,Evil Empire,spotify:album:24E6rDvGDuYFjlGewp4ntF,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,spotify:track:0tZ3mElWcr74OOhKEiNz1x,229466,4,72,1996-04
Von dutch,3Y1EvIgEVw51XtgNEgpz5c,spotify:track:3Y1EvIgEVw51XtgNEgpz5c,Charli xcx,BRAT,spotify:album:2lIZef4lzdvZkiiCzvPKj7,0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,spotify:track:3Y1EvIgEVw51XtgNEgpz5c,164284,4,74,2024-06
Such Great Heights - Remastered,4G21jWo0Cm6lOIUNnZ2mUI,spotify:track:4G21jWo0Cm6lOIUNnZ2mUI,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),spotify:album:5MoaDbFw4nrm2P7Om1on3b,0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,spotify:track:4G21jWo0Cm6lOIUNnZ2mUI,266506,4,63,2003-02
Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,spotify:track:5Apvsk0suoivI1H8CmBglv,Hozier,"Wasteland, Baby!",spotify:album:2c7gFThUYyo2t6ogAgIYNw,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,spotify:track:5Apvsk0suoivI1H8CmBglv,217480,4,74,2019-03
Hotel Room Service,3CAB1WZov5Hopmc2naczbs,spotify:track:3CAB1WZov5Hopmc2naczbs,Fyex,Hotel Room Service,spotify:album:6x3jEDRYKvAxIBdAH0Z6L0,0.78,0.895,6,-4.543,0,0.191,0.0462,0.000351,0.341,0.398,146.983,spotify:track:3CAB1WZov5Hopmc2naczbs,135514,4,55,2023-11
Never Give Up,1ssmjAYSU5PbmsjLq5yrNH,spotify:track:1ssmjAYSU5PbmsjLq5yrNH,Sia,"Never Give Up (From ""Lion"" Soundtrack)",spotify:album:3pOA3oohNOrloauSH9rd8n,0.568,0.936,6,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,spotify:track:1ssmjAYSU5PbmsjLq5yrNH,221986,4,62,2016-11
River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,spotify:track:1cS0TgbR263ey9jn0MwD2s,Eminem,Revival,spotify:album:0U6ldwLBEMkwgfQRY4V6D2,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,spotify:track:1cS0TgbR263ey9jn0MwD2s,221013,4,71,2017-12
P.I.M.P. - Snoop Dogg Remix,0fLILzjVXRCLC0lsNKcQ8I,spotify:track:0fLILzjVXRCLC0lsNKcQ8I,50 Cent,Get Rich Or Die Tryin',spotify:album:5G5rgQHzdQnw32SI0WjIo5,0.677,0.698,3,-5.793,0,0.352,0.0935,0.0,0.0511,0.83,78.443,spotify:track:0fLILzjVXRCLC0lsNKcQ8I,288573,4,63,2003-02
Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,spotify:track:5imShWWzwqfAJ9gXFpGAQh,John Mayer,Continuum,spotify:album:1Xsprdt1q9rOzTic7b9zYM,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,spotify:track:5imShWWzwqfAJ9gXFpGAQh,201173,4,74,2006-09
